FIPS,CountyName,State,hf_case_fatality,unemployment,no_hs_diploma,pct_black,hospitals,pop_per_pcp,poverty,uninsured_under65,pct_hispanic,urban_rural,diuretic_nonadherence,ras_nonadherence,pm25,heart_disease_prev,cardiac_rehab_participation,ma_penetration,hf_hosp_rate,ffs_beneficiaries,est_hosp_volume
47037,Davidson,TN,2.8,2.8,9.1,24.2,9,1.1,12.2,12.3,13.9,1,25.5,17.8,9.2,30.8,36.2,46.44,19.1,52322,999350.2
47065,Hamilton,TN,2.5,3.1,8.5,16.8,3,1,14.5,10.7,8,3,26.1,18.2,9.1,34.3,40.9,45.47,13.5,40630,548505.0
47093,Knox,TN,6.1,2.9,7.6,7.9,4,0.9,12.8,10.6,6.3,3,24.4,16,9,30.9,37.6,46.33,13.0,48759,633867.0
47141,Putnam,TN,4.3,3.3,11,2.3,1,1.5,18.4,12,8.3,4,24.4,16.7,6.3,32.7,34.7,31.94,18.3,11512,210669.6
47149,Rutherford,TN,3.4,2.8,7.6,14.6,2,2.3,10,10.2,12.1,2,25,17.3,8.4,33,37.5,42.62,16.2,25144,407332.8
47157,Shelby,TN,3.5,4.4,10.1,52.2,7,1.2,19,12.6,8.8,1,28.6,22,9.2,32.5,33,36.19,16.9,98995,1673015.5
47163,Sullivan,TN,4.1,3.5,10.1,2,3,0.8,15.7,9.9,2.6,3,24.8,15.3,7.1,32.8,27.6,61.09,13.2,16730,220836.0
47179,Washington,TN,4.8,3.2,8.8,3.4,3,0.6,13,11.1,4.9,3,25.3,16,7.4,35.9,23.2,51.68,12.7,14622,185699.4
47187,Williamson,TN,5.4,2.7,3.7,3.9,1,0.7,4.5,5.7,5.9,2,22.9,14.7,8.4,30.8,39.6,37.28,10.3,22993,236827.9
48027,Bell,TX,2.8,4.4,9.2,21.4,4,1.4,13.8,15,26.2,3,25.8,17.2,8.4,30.1,32,38.15,16.7,33218,554740.6
48029,Bexar,TX,2.4,3.9,13.4,7.3,8,1.4,14.6,16.9,59.6,1,27.6,18.7,9.1,30.2,14.9,49.75,13.0,151039,1963507.0
48039,Brazoria,TX,1.8,4.5,10.8,15.9,3,1.6,9.1,14.3,31.6,2,27.1,19.4,10.5,35.2,20.7,43.37,21.3,29623,630969.9
48061,Cameron,TX,1.8,5.2,27.5,0.5,4,1.9,24.3,26,89.2,3,27.5,17.5,9.7,31.5,4,55.85,15.9,28677,455964.3
48085,Collin,TX,2.7,3.8,5.4,10.7,10,1.1,5.7,11,16,1,25.6,18.1,9.9,33.2,41.7,34.72,12.8,81132,1038489.6
48113,Dallas,TX,2.5,4.2,18.1,22.1,20,1.4,12.5,23.3,41.2,1,27.5,20.2,9.6,29.9,36.5,43.63,15.2,183796,2793699.2
48121,Denton,TX,2.1,3.8,6.4,10.7,8,1.9,6.2,12,20.4,2,25.7,18,10,33.2,48.7,36.88,12.7,65062,826287.4
48139,Ellis,TX,3.8,3.7,11.8,14.4,3,2.8,7.5,16.3,28.1,2,26.8,17.3,9.7,32.9,50.1,39.14,15.3,17938,274451.4
48141,El Paso,TX,3.8,4.2,18.9,3,8,1.9,18.1,23.4,82.7,3,28.4,20.6,8.8,24.3,21.9,64.89,12.0,46718,560616.0
48157,Fort Bend,TX,2.8,4.2,8.1,20.5,6,1.2,7.7,13.2,24.6,2,27.2,19.1,10.7,32.2,18.1,45.08,16.8,55384,930451.2
48167,Galveston,TX,2.5,4.4,10.1,11.8,1,1.4,12.6,15.8,26.3,2,27.9,20.5,7.9,34.3,21.4,40.57,25.0,34701,867525.0
48181,Grayson,TX,2.5,3.9,10.1,5.1,3,2.1,11,18.7,16.3,3,26.8,19.8,9.1,38.8,30.2,35.13,21.2,18687,396164.4
48201,Harris,TX,2.4,4.5,17.5,18.6,29,1.7,16.7,22.2,43.9,1,27.9,20.6,10.7,33,22.9,51.47,17.4,272474,4741047.6
48215,Hidalgo,TX,1.8,6,29.8,0.5,5,2.1,24.2,27.5,91.9,3,28.2,18.9,10.7,33.6,7.5,61.07,16.4,41606,682338.4
48245,Jefferson,TX,2.9,5.9,14.9,32.7,5,2.2,21.3,21.5,24.1,3,26.9,20.9,8.5,39.3,23,47.97,15.1,22392,338119.2
48303,Lubbock,TX,6.4,3.5,10.8,6.6,2,1.2,15.7,15.7,36.2,3,26.9,20.1,6.4,37.7,30.1,42.59,12.2,27204,331888.8
48309,McLennan,TX,2.4,3.8,11.9,13.5,2,1.2,16.2,17.2,26.9,3,26.5,19,9.3,31.4,30.2,41.61,14.7,26362,387521.4
48339,Montgomery,TX,2,4,9.7,6,4,1.7,9.1,17.6,27.9,2,27.2,19.6,10.5,34.8,30.2,44.03,17.7,52029,920913.3
48355,Nueces,TX,3.2,4.2,14.7,3.5,2,1.3,15.3,18.4,62.4,3,27.4,18.1,9.3,29.9,29.3,56.53,14.0,26478,370692.0
48375,Potter,TX,4,3.5,21.9,10.2,3,0.9,22.5,23.7,39.2,3,28,19.8,5.1,34.6,12.9,32.26,14.0,12901,180614.0
48423,Smith,TX,3.1,3.8,11.3,16.2,3,1,12.1,19,20.9,3,29.4,19.2,9.4,35.5,46.7,36.63,14.5,29471,427329.5
48439,Tarrant,TX,2.2,4,12.7,17.3,19,1.7,11.5,17.6,30.2,1,26.9,18.5,9.2,32.3,37.1,48.46,16.0,144292,2308672.0
48451,Tom Green,TX,4.3,3.2,12.9,3.5,1,1.3,11.5,18,40.5,3,25.7,19.3,7.6,35.7,39.9,36.63,17.6,14099,248142.4
48453,Travis,TX,2,3.5,8.1,7.8,10,1.2,10.5,13.1,32.5,1,26,18.1,9.5,31.7,46.3,35.43,13.4,91038,1219909.2
48479,Webb,TX,3.5,4.2,29.1,0.4,2,2.9,20.6,28.7,95,3,33,22.9,10.7,27.6,15.1,39.08,15.3,20525,314032.5
48491,Williamson,TX,2.1,3.6,5.9,6.6,7,1.6,5.4,11.4,24.7,2,23.8,16.4,9.9,31.9,53.3,36.71,12.6,52467,661084.2
49035,Salt Lake,UT,2.4,3.3,8.1,1.6,10,1.3,7.9,10,20.6,1,24.7,17.8,9,27.8,33.6,47.41,10.2,76642,781748.4
50007,Chittenden,VT,3.5,1.9,3.9,2.2,1,0.6,8.9,4,2.8,3,20.5,13.8,6.6,26.2,47.5,14.94,12.2,26258,320347.6
50021,Rutland,VT,6.4,2.7,5.8,0.6,1,1.3,10,4.9,2.2,4,21.1,13.8,7.5,27.8,41.2,14.66,11.1,14590,161949.0
50023,Washington,VT,6.8,2.3,3.6,0.8,1,1,6.1,4.1,2.7,4,20.3,13.9,5.7,25.7,35.2,10.85,15.7,12807,201069.9
50027,Windsor,VT,7.4,2.1,5.1,0.4,3,0.9,9.2,4.9,2.2,4,20.9,13.9,6,23.4,37.3,15.74,8.9,13572,120790.8
51013,Arlington,VA,4.2,2.2,4.8,9.2,1,1.4,8,4.6,15.9,2,24.2,16.6,8,25.1,29.2,17.83,9.7,20871,202448.7
51019,Bedford,VA,5.4,3,7.1,6.2,1,1.5,8.9,7.9,2.8,3,24.6,16.7,7.6,28.6,38.3,21.44,16.2,16261,263428.2
51041,Chesterfield,VA,2,2.9,6.9,22.8,1,1.2,7.1,7.1,11.8,2,23,16.5,6.7,31,35.5,27.85,16.5,46098,760617.0
51059,Fairfax,VA,2.5,2.6,6.8,9.4,5,0.9,6,7,17.6,2,23.7,16.4,9.1,25.5,39.3,21.37,9.8,124478,1219884.4
51085,Hanover,VA,3,2.6,5.5,8.2,1,1.4,6.1,5.6,3.9,2,22.5,16.1,8.4,31.5,45,27.36,16.6,16227,269368.2
51087,Henrico,VA,2.4,3,6.7,29.1,2,1,10.3,7.6,6.9,2,22.8,16.3,7,30,40.3,31.34,13.5,40633,548545.5
51107,Loudoun,VA,2.7,2.5,6.1,7.4,2,1.3,4.3,5.2,14.2,2,24.1,16.5,7.2,26.4,37.7,21.29,13.1,32434,424885.4
51153,Prince William,VA,2.1,2.7,9.9,19.5,2,2.2,6.6,9,26,2,24.1,16.4,8.5,28.5,29.2,23.45,16.7,39939,666981.3
51161,Roanoke,VA,8.1,2.7,5.5,6.4,0,0.8,7.1,5.7,4,3,22.1,15.4,6.3,29.8,48.2,27.62,15.7,17583,276053.1
51165,Rockingham,VA,3.5,2.6,12.6,2.1,0,4,8.2,9.7,9.3,3,21.4,14.8,7.1,28.4,43.1,16.36,27.5,15179,417422.5
51177,Spotsylvania,VA,3.6,2.9,9.3,16.7,1,2.1,7,7.5,13.3,2,23,17.7,8,34.4,18.6,19.09,23.3,18346,427461.8
51199,York,VA,3.7,2.7,4.8,13,1,0.9,5.3,5,7.8,2,23.9,16.3,7.4,28.3,30.9,16.29,12.4,10797,133882.8
51550,Chesapeake,VA,3.4,2.9,5.8,28.4,1,1.3,10.5,6.1,7.6,1,25.4,18.6,7.5,30.1,33.5,26.11,22.9,29775,681847.5
51650,Hampton,VA,3.9,3.6,7,48.1,2,2.1,13.9,7,6.8,2,25.6,19.8,6.5,29.3,34.8,32.1,19.5,17663,344428.5
51680,Lynchburg,VA,4.8,3.8,9,27,1,0.6,17.8,7.5,5,3,25.2,17.6,6.3,27.4,23.3,25.95,15.4,11131,171417.4
51700,Newport News,VA,4.2,3.5,8,40.5,2,1.4,12.6,8.3,10.7,2,26.2,18.6,7.4,28.8,26.2,32.7,17.1,19733,337434.3
51710,Norfolk,VA,3.4,3.5,9.8,38.8,2,1,15.3,9.4,10.1,2,27.2,18.9,7.1,28.9,24.2,33.33,25.5,22610,576555.0
51740,Portsmouth,VA,4.1,3.8,11,50.1,2,1.7,15.2,6.8,5.3,2,26.4,19.4,7.4,31.5,33.3,33.0,22.5,12497,281182.5
51760,Richmond City,VA,3.1,3.3,9.8,40.5,4,0.9,18.2,9.3,10.6,1,24.4,17.8,8.5,27.2,19.6,40.03,17.5,20869,365207.5
51770,Roanoke City,VA,5.7,3.3,10.3,27.6,1,0.8,16.2,9.8,8.9,3,23.3,18.1,7.4,29.3,29.8,37.38,17.6,13187,232091.2
51810,Virginia Beach,VA,4.2,2.8,5.3,18.1,2,1.4,7.9,7,9,1,25.1,17.2,6.8,29.3,47,22.39,21.0,58886,1236606.0
53005,Benton,WA,5,4.7,10.6,1.5,3,1.3,10.6,8.3,25.6,3,24.7,17.9,10.4,26.5,45,6.92,14.9,34262,510503.8
53009,Clallam,WA,5.4,5,6.2,0.8,2,1.1,10.6,8.4,6.7,4,22.8,15.6,5.1,26.3,28.6,6.24,9.2,25724,236660.8
53011,Clark,WA,3.8,4.3,7.4,2.1,2,1.3,7.8,8.4,12.3,2,20.9,13.9,7.1,28.5,35,61.39,15.1,35593,537454.3
53027,Grays Harbor,WA,6.1,6.1,10.3,1.4,2,2.5,15.9,10.8,11.1,4,23.7,18.7,6,28.6,13.3,6.3,13.4,19510,261434.0
53033,King,WA,4.6,4.2,6.2,6.4,16,0.8,8.8,5.8,11,1,22.7,15.1,8.3,25.3,27.9,42.82,11.9,186481,2219123.9
53035,Kitsap,WA,6,4.4,4.6,2.1,2,1.4,7.8,6,9.3,3,23.7,15,4.9,26.1,28.8,28.05,12.4,41587,515678.8
53041,Lewis,WA,5.1,5.6,8.7,0.6,2,2,10.6,9.1,11.5,4,23.5,16.1,6.8,27.7,11.3,39.18,15.9,13092,208162.8
53045,Mason,WA,7.8,5.5,9.4,1,1,4.6,12.2,9.8,12.7,4,23.8,16.5,6,27.4,17.5,26.21,8.5,13369,113636.5
53053,Pierce,WA,5.7,4.6,7.5,6.9,6,1.4,9.4,7.1,12.8,2,23.9,16.1,8.3,27.8,35.1,38.29,16.1,96195,1548739.5
53061,Snohomish,WA,4.8,4.3,6.9,3.5,4,1.8,8.6,7.1,12.1,2,22.7,15,8.5,27,24.4,49.88,12.1,66123,800088.3
53063,Spokane,WA,4.2,4.4,5.2,1.9,5,1.2,10.8,6.6,7,3,23.7,15.9,7.6,27.8,30.9,45.17,12.4,59323,735605.2
53067,Thurston,WA,6.6,4.4,5.3,3.1,2,1.1,8.5,6.1,10.6,3,23.2,15.1,7.2,25.7,29.5,40.04,13.9,37251,517788.9
53073,Whatcom,WA,5.8,4.4,6.2,0.9,1,1,11.4,7.2,10.6,3,23.2,15.2,4.5,28.7,36,40.78,12.4,28406,352234.4
53077,Yakima,WA,3.4,5.9,23.2,0.6,3,1.5,16.7,14.4,52.3,3,24.7,18.2,9.8,25.5,24.8,27.05,12.9,31704,408981.6
54003,Berkeley,WV,3.2,3.2,9.1,7.1,2,2.4,11,6.9,6.4,3,24.4,16.4,8.8,31.4,34.8,28.42,19.3,16096,310652.8
54011,Cabell,WV,3.7,3.8,9.4,4.1,2,0.5,17.2,7.6,1.7,3,26.5,18.2,7.1,35.4,23.4,40.39,16.5,12701,209566.5
54039,Kanawha,WV,2.8,3.9,8.6,4.8,2,0.8,15.3,6.7,1.5,3,26.1,17.5,7.8,39.2,15.7,44.13,17.4,25809,449076.6
55025,Dane,WI,1.5,2.4,3.6,5.1,5,0.8,9.9,4.3,7.8,3,17.6,12.3,8.8,24.2,47,31.07,12.8,62168,795750.4
55059,Kenosha,WI,5.4,3.2,8,5.9,2,2.1,9.8,6,15.1,3,20.5,14.5,7.4,32.4,58.7,40.07,15.0,18096,271440.0
55073,Marathon,WI,5.4,2.6,6.7,0.5,2,1.1,7.5,6.3,3.5,3,16.9,12.4,7.8,31.6,49,53.12,17.3,13182,228048.6
55079,Milwaukee,WI,2.8,3.8,10.5,25.3,8,1.2,16.8,7.7,16.9,1,21.4,15.8,8.7,31.7,35.9,55.09,21.5,70557,1516975.5
55101,Racine,WI,3.1,3.5,7.5,10.3,2,2.2,11.7,6.7,15,3,20.3,13.5,9.1,32.3,56.2,49.88,16.0,20622,329952.0
55105,Rock,WI,3.1,3.2,7.4,4.6,4,1.9,9.9,5.6,10.1,3,19.8,14.1,9.5,29.1,48.7,41.0,18.0,19998,359964.0
55133,Waukesha,WI,1.9,2.6,2.8,1.5,7,0.7,5.5,3.3,5.7,2,18.2,12.7,9.4,32.4,46.8,48.75,16.5,45479,750403.5
56025,Natrona,WY,5.6,3.1,6.5,0.5,2,1.3,10.7,13.8,9.4,3,25.5,17.5,3.8,26.1,51.5,6.19,15.6,13922,217183.2
05119,Pulaski,AR,2,3.5,7.8,36.6,7,0.8,16,10.3,8.3,3,28.3,21.4,10.3,34,31.4,28.29,14.0,56708,793912.0
01003,Baldwin,AL,2.4,2.7,8.2,8,3,1.5,10.5,9.3,5.7,3,24,17.3,7.6,36.3,36.7,48.61,14.3,28574,408608.2
04025,Yavapai,AZ,2.5,3.5,7.3,0.5,3,2.1,9.8,14.2,15.3,3,26.3,17.3,4.8,26.9,34.5,32.14,7.3,57577,420312.1
04013,Maricopa,AZ,2.7,3.2,10.2,5.4,30,1.5,10.4,11.8,31.1,1,27.2,17.9,8.4,30.6,34.4,45.81,11.1,388656,4314081.6
01097,Mobile,AL,2.8,3.7,10.7,35.7,4,1.4,16.7,11,3.4,3,26.3,20,8.3,40.5,26.7,59.96,17.3,34063,589289.9
04019,Pima,AZ,2.8,3.7,9.5,3.3,10,1.2,13.8,12.1,36.4,1,25.2,17.6,3.8,27.2,34.5,51.49,9.0,112400,1011600.0
06065,Riverside,CA,2.8,5.3,16.5,6,16,2.1,9.8,8.7,51.2,1,25.5,17.8,12.7,29.9,19.7,59.61,12.4,156969,1946415.6
06073,San Diego,CA,2.9,4.3,10.9,4.3,19,1.2,10.1,6.8,34.6,1,24.5,17.1,13.8,27,19,50.34,10.9,271291,2957071.9
08059,Jefferson,CO,2.9,4,4.2,1,2,1.1,7.2,6,16.1,2,23.9,14.9,8.5,26.5,47.8,58.52,9.0,45135,406215.0
06111,Ventura,CA,2.9,4.6,14.9,1.6,6,1.1,9.5,8.5,44.3,3,25.4,17.7,7.9,30.4,19.4,37.09,11.2,96259,1078100.8
08031,Denver,CO,2.9,4.3,8.8,8.6,7,0.8,12.2,8.6,27.9,1,25.5,16.8,10,24.2,33.6,54.98,10.9,41743,454998.7
04015,Mohave,AZ,2.9,4.5,11.9,1,4,2.1,14.6,14.4,17,3,26,18.7,5.1,30.5,29.9,35.87,13.4,43754,586303.6
08069,Larimer,CO,3,3.9,3.5,0.9,5,1.2,10.5,6.5,12.9,3,22.6,15.1,6,25.6,57.9,41.15,8.2,38398,314863.6
08005,Arapahoe,CO,3.1,4,8.1,10.4,3,1.3,7.8,9.8,21.7,1,23.8,16.2,6,27.6,44.8,50.36,10.7,47565,508945.5
06099,Stanislaus,CA,3.1,6.9,20.1,2.5,4,1.6,14.2,6.9,50,3,26,17.2,10.6,29.2,13.8,49.77,17.6,44441,782161.6
08041,El Paso,CO,3.1,4.1,4.9,5.4,4,1.6,8.7,6.8,18.7,3,24.4,15.9,5,27.3,53.2,39.99,10.0,67265,672650.0
06071,San Bernardino,CA,3.1,5.1,17.5,7.4,20,1.6,12.6,8.8,55.2,2,26.7,18.5,15.6,29.4,12.4,62.24,15.2,116172,1765814.4
06059,Orange,CA,3.1,3.9,12.9,1.5,21,1,9.7,7.1,34.2,1,24.9,16.2,9.4,29.1,35.5,52.9,9.0,245413,2208717.0
04021,Pinal,AZ,3.1,3.8,10.8,5,3,6.1,11,13.4,29.8,2,27,18.5,11.3,30.4,16.5,43.41,11.6,50572,586635.2
06037,Los Angeles,CA,3.2,5.8,19.1,7.4,76,1.3,13.3,8.8,48.4,1,26.4,18.3,13.4,33.8,16.1,52.17,14.3,730076,10440086.8
06029,Kern,CA,3.2,8.7,23,4.8,9,2.1,18.6,9.3,56.4,3,30,20.6,12.9,37.8,17.3,41.46,13.4,70892,949952.8
06001,Alameda,CA,3.3,4.4,11.2,9.3,11,0.9,8.8,4.8,23.4,1,23.4,15.8,9.4,24.1,22.3,46.17,12.6,133922,1687417.2
06085,Santa Clara,CA,3.3,4.1,10.7,2.1,10,0.9,7.1,4.7,25,1,23,15.5,9.2,25.2,20.1,46.61,11.1,146531,1626494.1
06067,Sacramento,CA,3.4,4.7,11.7,8.9,8,1.1,12,6,24.1,1,23.3,15.7,8.4,26.8,26.7,53.14,14.8,124112,1836857.6
06095,Solano,CA,3.5,4.9,11.4,12.3,5,1.2,10.1,5.4,29.6,3,23,15.5,9,23.3,29.3,47.18,12.8,43330,554624.0
06077,San Joaquin,CA,3.5,6.5,19.1,6.5,7,1.6,12.9,7.2,42.5,3,25.3,17.1,9.8,29.9,18.1,44.75,13.5,63362,855387.0
06081,San Mateo,CA,3.5,3.7,9.8,1.9,6,0.9,7.2,4.9,24.9,2,22.4,14.9,7,24.3,18.8,47.42,8.9,67781,603250.9
06017,El Dorado,CA,3.5,4.7,4.8,0.7,2,1.2,7.9,4.7,14.4,2,23.4,15.5,7,25.9,13.2,36.5,11.5,29288,336812.0
01073,Jefferson,AL,3.5,3,8.8,42.1,8,0.9,14.2,10.3,5.4,2,25.3,18.5,10.7,33,18.2,56.67,15.0,57595,863925.0
01069,Houston,AL,3.5,3,12.1,27,2,1,17,11.2,4.6,3,28.6,20.2,8.1,35.8,29.7,43.75,19.5,13620,265590.0
06047,Merced,CA,3.6,9.8,27.7,2.5,2,2.4,18.4,9.4,63.3,3,28.6,22.5,9.6,31.6,8.3,14.62,18.4,32079,590253.6
06007,Butte,CA,3.6,5.9,9.4,1.7,3,1.8,18.7,6.6,20,3,27.5,19.4,7.1,27.2,29.7,6.79,19.4,42842,831134.8
05051,Garland,AR,3.6,3.7,9.4,7.5,3,1.2,14.2,11,7.4,3,28.6,19.1,8.9,37.4,26.6,32.92,15.2,19333,293861.6
06087,Santa Cruz,CA,3.7,5.9,11.4,0.7,2,1,11.9,6.7,35.2,3,24,16.4,6.5,24.1,31.2,15.93,9.5,44192,419824.0
06075,San Francisco,CA,3.7,3.9,11,4.6,10,0.6,11.3,4.2,16.2,1,22.5,14.9,7.7,21.5,16.6,43.1,13.1,85011,1113644.1
06013,Contra Costa,CA,3.9,4.5,10.4,7.9,7,1,8.5,5.9,27.6,2,23.5,15.2,7.8,25.2,27.7,49.75,13.9,102043,1418397.7
01125,Tuscaloosa,AL,3.9,3,8.5,30.7,1,1.5,16.5,8.8,5.5,3,25.7,19.3,7.9,34.7,19.8,46.16,19.0,19804,376276.0
01043,Cullman,AL,4,2.6,13.7,0.9,1,2.2,14.1,12,5,4,25.3,16.6,9.4,39.5,23.1,44.27,19.7,11172,220088.4
01089,Madison,AL,4,2.5,7.2,23.5,2,1.2,9.6,8.3,6.7,3,25.2,18.3,7.4,33.6,17.1,33.56,13.5,44996,607446.0
01103,Morgan,AL,4,2.5,14.1,12.5,1,2,15.2,11.5,10.5,3,25.2,18.3,7.6,35.4,21.2,36.34,18.1,16813,304315.3
06097,Sonoma,CA,4.1,4.1,11.3,1.4,6,1,8.4,6.6,30,3,22.1,14.9,5.7,28.2,14.8,48.98,10.3,55333,569929.9
06061,Placer,CA,4.2,4.1,4.9,1.5,3,0.8,6.8,4.1,15.7,2,23.4,15,7.2,27.7,31,51.13,9.0,42590,383310.0
06057,Nevada,CA,4.2,4.5,5.2,0.3,2,1.3,9.6,5.5,10.7,4,25.2,18.2,6.3,25.9,36.5,16.23,10.8,25269,272905.2
04027,Yuma,AZ,4.2,12.7,22.5,1.5,1,2.5,16.6,17,64.9,3,29.3,21.6,7.9,30.4,21.1,31.09,11.7,25866,302632.2
06053,Monterey,CA,4.3,7.3,26.7,2,4,1.5,13.7,11,61.5,3,25.3,19.7,5.5,26.5,36.4,10.23,13.0,60109,781417.0
01077,Lauderdale,AL,4.3,3.1,9.4,9,1,1.7,12.8,9.7,3.4,3,25.7,18.4,8,34.8,19,36.11,16.4,14294,234421.6
06101,Sutter,CA,4.4,8.6,19.8,1.5,1,1.3,12.6,8.7,32.9,3,27,18.8,8.5,33.3,17.6,6.45,18.0,16674,300132.0
06115,Yuba,CA,4.5,6.8,14.3,3.7,1,4.9,13.5,6.9,30.7,3,26,19.6,8.7,34,12.9,12.21,20.9,11477,239869.3
06083,Santa Barbara,CA,4.5,4.5,18.1,1.5,5,1.3,15.7,10.3,48.2,3,24.6,17.9,6.8,25,30.7,16.61,8.8,65185,573628.0
05031,Craighead,AR,4.5,3.2,9.8,16.6,2,0.8,18.4,10.9,6.3,3,25.6,19.1,9,36.5,31.3,27.15,16.5,13864,228756.0
06023,Humboldt,CA,4.6,5.1,8.1,1.2,4,1.5,18,7,14.1,4,24.4,17.7,6.8,24.3,22.6,3.65,10.8,28376,306460.8
01015,Calhoun,AL,4.7,3.1,13.6,21.5,1,1.9,18.5,10.9,4.6,3,27,18.2,9.7,39.7,15.2,36.21,17.9,17511,313446.9
01101,Montgomery,AL,4.8,3.3,10.8,58.7,4,1,20.2,10.8,4.9,3,27.5,20.4,9,33.3,19.3,51.57,16.7,21238,354674.6
06079,San Luis Obispo,CA,4.8,4,7.8,1,3,1.3,12.6,6.3,24.9,3,24.4,16,7,27.1,45.6,17.97,8.3,54110,449113.0
06041,Marin,CA,4.9,3.9,7.2,2,3,0.7,9.9,4.5,19.4,2,21.9,14.9,6.4,25.1,29.4,42.11,7.6,34550,262580.0
06019,Fresno,CA,5,7.9,20.9,4.1,6,1.4,18.2,8.3,54.5,1,26.3,19.7,11.7,32.7,14.5,36.4,13.8,92663,1278749.4
08123,Weld,CO,5.1,4.4,11.3,1.2,3,1.8,9.6,9.2,30.9,3,22.5,15.2,9,28.8,41.2,44.67,11.9,25410,302379.0
06107,Tulare,CA,5.2,10.5,25.2,1.3,3,2.1,19.9,9.5,66.6,3,27.8,20.9,12.9,32.7,10,23.82,14.7,48847,718050.9
06089,Shasta,CA,5.8,5.3,7.9,0.8,3,1.3,14.6,7,11.7,3,25.8,19.5,6.6,28.7,18.8,5.81,13.0,44980,584740.0
02020,Anchorage,AK,6.3,3.8,5.9,4.8,4,0.9,8.7,11.1,9.4,3,24.5,18.1,8.3,24.9,26.6,1.33,11.3,39714,448768.2
06031,Kings,CA,6.4,8.7,24.2,5.8,1,2.9,14.4,8.7,58.2,3,26.6,20.8,12.3,34.7,3.2,24.72,17.5,13524,236670.0
06109,Tuolumne,CA,6.6,5.2,6.7,1.7,1,1.7,12.7,6,13.5,4,26.5,18.5,6.8,24.9,27.9,4.86,10.9,15297,166737.3
